<NUMBER OF NODES> 	14478
<NUMBER OF LINKS> 	54838
<END OF METADATA>		


~ 	init 	term 	: 	flow 	cost 	; 
	12239 	6425 	: 	722 	98.3393 	; 
	12239 	7075 	: 	668 	77.329 	; 
	12239 	8674 	: 	192 	74.1007 	; 
	12239 	11388 	: 	0 	93.5407 	; 
	12240 	5901 	: 	0 	inf 	; 
	12240 	6425 	: 	0 	inf 	; 
	12240 	7075 	: 	0 	inf 	; 
	12240 	8674 	: 	0 	inf 	; 
	12240 	11388 	: 	0 	inf 	; 
	12241 	411 	: 	597.333 	54.6179 	; 
	12241 	6425 	: 	842 	56.0548 	; 
	12241 	6957 	: 	106.667 	45.3867 	; 
	12241 	9207 	: 	88 	43.3243 	; 
	12241 	11388 	: 	0 	61.1281 	; 
	12242 	411 	: 	0 	inf 	; 
	12242 	6425 	: 	0 	inf 	; 
	12242 	6957 	: 	0 	inf 	; 
	12242 	9207 	: 	0 	inf 	; 
	12242 	11388 	: 	0 	inf 	; 
	12243 	4992 	: 	0 	146.454 	; 
	12243 	5901 	: 	574.667 	137.274 	; 
	12243 	7520 	: 	0 	145.043 	; 
	12243 	8432 	: 	421.333 	141.906 	; 
	12243 	11318 	: 	0 	145.6 	; 
	12244 	4992 	: 	0 	inf 	; 
	12244 	5901 	: 	0 	inf 	; 
	12244 	7520 	: 	0 	inf 	; 
	12244 	8432 	: 	0 	inf 	; 
	12244 	11318 	: 	0 	inf 	; 
	12245 	6798 	: 	256 	137.51 	; 
	12245 	7520 	: 	0 	151.225 	; 
	12245 	8432 	: 	56.6667 	149.357 	; 
	12245 	8517 	: 	133.333 	139.652 	; 
	12245 	11318 	: 	0 	150.62 	; 
	12246 	6798 	: 	0 	inf 	; 
	12246 	7520 	: 	0 	inf 	; 
	12246 	8432 	: 	0 	inf 	; 
	12246 	8517 	: 	0 	inf 	; 
	12246 	11318 	: 	0 	inf 	; 
	12247 	20 	: 	65.3333 	144.966 	; 
	12247 	4852 	: 	291.333 	144.625 	; 
	12247 	7068 	: 	304.667 	142.037 	; 
	12247 	10946 	: 	0 	152.383 	; 
	12247 	11569 	: 	0 	147.451 	; 
	12248 	20 	: 	0 	inf 	; 
	12248 	4852 	: 	0 	inf 	; 
	12248 	7068 	: 	0 	inf 	; 
	12248 	10946 	: 	0 	inf 	; 
	12248 	11569 	: 	0 	inf 	; 
	12249 	304 	: 	354 	250.837 	; 
	12249 	2621 	: 	0 	261.843 	; 
	12249 	6623 	: 	0 	261.924 	; 
	12249 	7068 	: 	276 	253.367 	; 
	12249 	8117 	: 	0 	252.067 	; 
	12250 	304 	: 	0 	inf 	; 
	12250 	2621 	: 	0 	inf 	; 
	12250 	6623 	: 	0 	inf 	; 
	12250 	7068 	: 	0 	inf 	; 
	12250 	8117 	: 	0 	inf 	; 
	12251 	6798 	: 	502.667 	355.273 	; 
	12251 	7520 	: 	0 	365.837 	; 
	12251 	8432 	: 	50.6667 	363.568 	; 
	12251 	8517 	: 	375.333 	355.616 	; 
	12251 	11318 	: 	0 	365.446 	; 
	12252 	6798 	: 	0 	inf 	; 
	12252 	7520 	: 	0 	inf 	; 
	12252 	8432 	: 	0 	inf 	; 
	12252 	8517 	: 	0 	inf 	; 
	12252 	11318 	: 	0 	inf 	; 
	12253 	6798 	: 	488 	468.811 	; 
	12253 	7520 	: 	0 	474.07 	; 
	12253 	8432 	: 	50 	471.56 	; 
	12253 	8517 	: 	388.667 	470.669 	; 
	12253 	11318 	: 	0 	473.84 	; 
	12254 	6798 	: 	0 	inf 	; 
	12254 	7520 	: 	0 	inf 	; 
	12254 	8432 	: 	0 	inf 	; 
	12254 	8517 	: 	0 	inf 	; 
	12254 	11318 	: 	0 	inf 	; 
	12255 	219 	: 	10 	497.94 	; 
	12255 	1598 	: 	379.333 	473.555 	; 
	12255 	1963 	: 	0 	486.45 	; 
	12255 	2246 	: 	681.333 	474.18 	; 
	12255 	6725 	: 	0 	493.683 	; 
	12256 	219 	: 	0 	inf 	; 
	12256 	1598 	: 	0 	inf 	; 
	12256 	1963 	: 	0 	inf 	; 
	12256 	2246 	: 	0 	inf 	; 
	12256 	6725 	: 	0 	inf 	; 
	12257 	3388 	: 	0 	566.55 	; 
	12257 	4780 	: 	0 	566.206 	; 
	12257 	4804 	: 	440 	569.233 	; 
	12257 	6068 	: 	72.6667 	566.319 	; 
	12257 	10353 	: 	19.3333 	565.697 	; 
	12258 	3388 	: 	0 	inf 	; 
	12258 	4780 	: 	0 	inf 	; 
	12258 	4804 	: 	0 	inf 	; 
	12258 	6068 	: 	0 	inf 	; 
	12258 	10353 	: 	0 	inf 	; 
	12259 	3388 	: 	0 	437.345 	; 
	12259 	4780 	: 	0 	437.093 	; 
	12259 	4804 	: 	806 	439.08 	; 
	12259 	6068 	: 	103.333 	437.941 	; 
	12259 	10353 	: 	42 	436.664 	; 
	12260 	3388 	: 	0 	inf 	; 
	12260 	4780 	: 	0 	inf 	; 
	12260 	4804 	: 	0 	inf 	; 
	12260 	6068 	: 	0 	inf 	; 
	12260 	10353 	: 	0 	inf 	; 
	12261 	219 	: 	59.3333 	267.954 	; 
	12261 	451 	: 	0 	284.7 	; 
	12261 	825 	: 	834.667 	286.858 	; 
	12261 	2194 	: 	226.667 	281.252 	; 
	12261 	3600 	: 	0 	276.607 	; 
	12262 	219 	: 	0 	inf 	; 
	12262 	451 	: 	0 	inf 	; 
	12262 	825 	: 	0 	inf 	; 
	12262 	2194 	: 	0 	inf 	; 
	12262 	3600 	: 	0 	inf 	; 
	12263 	450 	: 	0 	123.161 	; 
	12263 	451 	: 	0 	118.553 	; 
	12263 	825 	: 	0 	121.533 	; 
	12263 	2194 	: 	236 	116.648 	; 
	12263 	5248 	: 	613.333 	125.689 	; 
	12264 	450 	: 	0 	inf 	; 
	12264 	451 	: 	0 	inf 	; 
	12264 	825 	: 	0 	inf 	; 
	12264 	2194 	: 	0 	inf 	; 
	12264 	5248 	: 	0 	inf 	; 
	12265 	1255 	: 	0 	139.565 	; 
	12265 	2462 	: 	0 	184.194 	; 
	12265 	6949 	: 	1306.67 	137.924 	; 
	12265 	7407 	: 	527.333 	142.591 	; 
	12265 	8393 	: 	0 	141.541 	; 
	12266 	1255 	: 	0 	inf 	; 
	12266 	2462 	: 	0 	inf 	; 
	12266 	6949 	: 	0 	inf 	; 
	12266 	7407 	: 	0 	inf 	; 
	12266 	8393 	: 	0 	inf 	; 
	12267 	1330 	: 	22.6667 	100.505 	; 
	12267 	3014 	: 	0 	104.817 	; 
	12267 	9580 	: 	0.666667 	109.217 	; 
	12267 	10286 	: 	0 	92.5657 	; 
	12267 	10667 	: 	0 	104.785 	; 
	12268 	1330 	: 	0 	inf 	; 
	12268 	3014 	: 	0 	inf 	; 
	12268 	9580 	: 	0 	inf 	; 
	12268 	10286 	: 	0 	inf 	; 
	12268 	10667 	: 	0 	inf 	; 
	12269 	347 	: 	6 	130.383 	; 
	12269 	1330 	: 	185.333 	131.846 	; 
	12269 	3014 	: 	2.66667 	130.996 	; 
	12269 	9580 	: 	8.66667 	129.839 	; 
	12269 	10667 	: 	0 	129.962 	; 
	12270 	347 	: 	0 	inf 	; 
	12270 	1330 	: 	0 	inf 	; 
	12270 	3014 	: 	0 	inf 	; 
	12270 	9580 	: 	0 	inf 	; 
	12270 	10667 	: 	0 	inf 	; 
	12271 	705 	: 	60.6667 	168.028 	; 
	12271 	1211 	: 	0 	185.916 	; 
	12271 	6544 	: 	0 	180.186 	; 
	12271 	9121 	: 	577.333 	173.935 	; 
	12271 	9189 	: 	0 	177.668 	; 
	12272 	705 	: 	0 	inf 	; 
	12272 	1211 	: 	0 	inf 	; 
	12272 	6544 	: 	0 	inf 	; 
	12272 	9121 	: 	0 	inf 	; 
	12272 	9189 	: 	0 	inf 	; 
	12273 	347 	: 	42.6667 	386.398 	; 
	12273 	705 	: 	119.333 	367.052 	; 
	12273 	9121 	: 	0 	370.43 	; 
	12273 	9189 	: 	0 	381.815 	; 
	12273 	9580 	: 	852.667 	388.415 	; 
	12274 	347 	: 	0 	inf 	; 
	12274 	705 	: 	0 	inf 	; 
	12274 	9121 	: 	0 	inf 	; 
	12274 	9189 	: 	0 	inf 	; 
	12274 	9580 	: 	0 	inf 	; 
	12275 	705 	: 	84 	259.676 	; 
	12275 	1211 	: 	0 	281.416 	; 
	12275 	6544 	: 	0 	274.866 	; 
	12275 	9121 	: 	139.333 	264.655 	; 
	12275 	9189 	: 	0 	272.13 	; 
	12276 	705 	: 	0 	inf 	; 
	12276 	1211 	: 	0 	inf 	; 
	12276 	6544 	: 	0 	inf 	; 
	12276 	9121 	: 	0 	inf 	; 
	12276 	9189 	: 	0 	inf 	; 
	12277 	705 	: 	90.6667 	328.871 	; 
	12277 	1211 	: 	0 	352.223 	; 
	12277 	6544 	: 	0 	345.35 	; 
	12277 	9121 	: 	552 	333.165 	; 
	12277 	9189 	: 	0 	342.558 	; 
	12278 	705 	: 	0 	inf 	; 
	12278 	1211 	: 	0 	inf 	; 
	12278 	6544 	: 	0 	inf 	; 
	12278 	9121 	: 	0 	inf 	; 
	12278 	9189 	: 	0 	inf 	; 
	12279 	705 	: 	148.667 	411.087 	; 
	12279 	1211 	: 	0 	430.505 	; 
	12279 	6544 	: 	0 	424.503 	; 
	12279 	9121 	: 	240.667 	416.624 	; 
	12279 	9189 	: 	0 	421.9 	; 
	12280 	705 	: 	0 	inf 	; 
	12280 	1211 	: 	0 	inf 	; 
	12280 	6544 	: 	0 	inf 	; 
	12280 	9121 	: 	0 	inf 	; 
	12280 	9189 	: 	0 	inf 	; 
	12281 	1999 	: 	0 	454.198 	; 
	12281 	3388 	: 	0 	441.779 	; 
	12281 	4780 	: 	0 	440.929 	; 
	12281 	6068 	: 	170.667 	436.833 	; 
	12281 	10353 	: 	751.333 	440.001 	; 
	12282 	1999 	: 	0 	inf 	; 
	12282 	3388 	: 	0 	inf 	; 
	12282 	4780 	: 	0 	inf 	; 
	12282 	6068 	: 	0 	inf 	; 
	12282 	10353 	: 	0 	inf 	; 
	12283 	411 	: 	0 	334.421 	; 
	12283 	6425 	: 	1024.67 	329.24 	; 
	12283 	6957 	: 	39.3333 	334.287 	; 
	12283 	8674 	: 	462.667 	336.335 	; 
	12283 	11388 	: 	0 	334.734 	; 
	12284 	411 	: 	0 	inf 	; 
	12284 	6425 	: 	0 	inf 	; 
	12284 	6957 	: 	0 	inf 	; 
	12284 	8674 	: 	0 	inf 	; 
	12284 	11388 	: 	0 	inf 	; 
	12285 	4749 	: 	38.6667 	173.159 	; 
	12285 	6109 	: 	0 	175.597 	; 
	12285 	6425 	: 	639.333 	189.276 	; 
	12285 	6957 	: 	440.667 	184.114 	; 
	12285 	9207 	: 	23.3333 	179.906 	; 
	12286 	4749 	: 	0 	inf 	; 
	12286 	6109 	: 	0 	inf 	; 
	12286 	6425 	: 	0 	inf 	; 
	12286 	6957 	: 	0 	inf 	; 
	12286 	9207 	: 	0 	inf 	; 
	12287 	2771 	: 	74.9563 	127.151 	; 
	12287 	3973 	: 	0 	127.788 	; 
	12287 	4013 	: 	0 	129.436 	; 
	12287 	10879 	: 	461.333 	130.018 	; 
	12287 	11107 	: 	833.044 	124.556 	; 
	12288 	2771 	: 	0 	inf 	; 
	12288 	3973 	: 	0 	inf 	; 
	12288 	4013 	: 	0 	inf 	; 
	12288 	10879 	: 	0 	inf 	; 
	12288 	11107 	: 	0 	inf 	; 
	12289 	2771 	: 	439.702 	346.187 	; 
	12289 	3973 	: 	0 	346.361 	; 
	12289 	4013 	: 	0 	346.396 	; 
	12289 	6548 	: 	4.66667 	373.609 	; 
	12289 	11107 	: 	372.298 	342.218 	; 
	12290 	2771 	: 	0 	inf 	; 
	12290 	3973 	: 	0 	inf 	; 
	12290 	4013 	: 	0 	inf 	; 
	12290 	6548 	: 	0 	inf 	; 
	12290 	11107 	: 	0 	inf 	; 
	12291 	3958 	: 	206.32 	306.369 	; 
	12291 	3961 	: 	217.013 	322.33 	; 
	12291 	9546 	: 	0 	322.225 	; 
	12291 	9547 	: 	0 	330.02 	; 
	12291 	11315 	: 	808 	311.387 	; 
	12292 	3958 	: 	0 	inf 	; 
	12292 	3961 	: 	0 	inf 	; 
	12292 	9546 	: 	0 	inf 	; 
	12292 	9547 	: 	0 	inf 	; 
	12292 	11315 	: 	0 	inf 	; 
	12293 	3958 	: 	450.961 	111.73 	; 
	12293 	3961 	: 	133.706 	129.543 	; 
	12293 	9546 	: 	0 	132.529 	; 
	12293 	9547 	: 	0 	143.9 	; 
	12293 	11315 	: 	1034.67 	117.279 	; 
	12294 	3958 	: 	0 	inf 	; 
	12294 	3961 	: 	0 	inf 	; 
	12294 	9546 	: 	0 	inf 	; 
	12294 	9547 	: 	0 	inf 	; 
	12294 	11315 	: 	0 	inf 	; 
	12295 	350 	: 	110.667 	97.2649 	; 
	12295 	2449 	: 	848.667 	108.044 	; 
	12295 	4460 	: 	0 	103.764 	; 
	12295 	6482 	: 	262.667 	100.334 	; 
	12295 	10245 	: 	32.6667 	138.507 	; 
	12296 	350 	: 	0 	inf 	; 
	12296 	2449 	: 	0 	inf 	; 
	12296 	4460 	: 	0 	inf 	; 
	12296 	6482 	: 	0 	inf 	; 
	12296 	10245 	: 	0 	inf 	; 
	12297 	350 	: 	29.3333 	253.223 	; 
	12297 	2449 	: 	424.667 	256.15 	; 
	12297 	4460 	: 	0 	257.147 	; 
	12297 	6482 	: 	0 	256.316 	; 
	12297 	10245 	: 	128.667 	278.056 	; 
	12298 	350 	: 	0 	inf 	; 
	12298 	2449 	: 	0 	inf 	; 
	12298 	4460 	: 	0 	inf 	; 
	12298 	6482 	: 	0 	inf 	; 
	12298 	10245 	: 	0 	inf 	; 
	12299 	350 	: 	0 	273.667 	; 
	12299 	2449 	: 	343.333 	258.932 	; 
	12299 	4460 	: 	0 	269.847 	; 
	12299 	6482 	: 	72.6667 	276.248 	; 
	12299 	8521 	: 	29.3333 	243.116 	; 
	12300 	350 	: 	0 	inf 	; 
	12300 	2449 	: 	0 	inf 	; 
	12300 	4460 	: 	0 	inf 	; 
	12300 	6482 	: 	0 	inf 	; 
	12300 	8521 	: 	0 	inf 	; 
	12301 	50 	: 	217.333 	297.501 	; 
	12301 	764 	: 	0 	308.676 	; 
	12301 	6354 	: 	0 	301.814 	; 
	12301 	10142 	: 	0 	316.514 	; 
	12301 	11387 	: 	577.333 	349.822 	; 
	12302 	50 	: 	0 	inf 	; 
	12302 	764 	: 	0 	inf 	; 
	12302 	6354 	: 	0 	inf 	; 
	12302 	10142 	: 	0 	inf 	; 
	12302 	11387 	: 	0 	inf 	; 
	12303 	50 	: 	1095.33 	323.721 	; 
	12303 	764 	: 	0 	319.787 	; 
	12303 	1330 	: 	140.667 	316.577 	; 
	12303 	6354 	: 	0 	321.515 	; 
	12303 	10142 	: 	40.6667 	318.463 	; 
	12304 	50 	: 	0 	inf 	; 
	12304 	764 	: 	0 	inf 	; 
	12304 	1330 	: 	0 	inf 	; 
	12304 	6354 	: 	0 	inf 	; 
	12304 	10142 	: 	0 	inf 	; 
	12305 	50 	: 	1299.33 	178.652 	; 
	12305 	764 	: 	38.6667 	176.167 	; 
	12305 	1330 	: 	71.3333 	212.21 	; 
	12305 	6354 	: 	0 	176.939 	; 
	12305 	10142 	: 	28.6667 	176.253 	; 
	12306 	50 	: 	0 	inf 	; 
	12306 	764 	: 	0 	inf 	; 
	12306 	1330 	: 	0 	inf 	; 
	12306 	6354 	: 	0 	inf 	; 
	12306 	10142 	: 	0 	inf 	; 
	12307 	594 	: 	14.6667 	147.022 	; 
	12307 	4065 	: 	4 	143.151 	; 
	12307 	5392 	: 	0 	145.994 	; 
	12307 	5564 	: 	0 	145.659 	; 
	12307 	5565 	: 	971.333 	141.356 	; 
	12308 	594 	: 	0 	inf 	; 
	12308 	4065 	: 	0 	inf 	; 
	12308 	5392 	: 	0 	inf 	; 
	12308 	5564 	: 	0 	inf 	; 
	12308 	5565 	: 	0 	inf 	; 
	12309 	594 	: 	69.3333 	149.127 	; 
	12309 	3617 	: 	1043.33 	187.408 	; 
	12309 	4065 	: 	0 	154.119 	; 
	12309 	5392 	: 	0 	153.437 	; 
	12309 	5564 	: 	0 	181.856 	; 
	12310 	594 	: 	0 	inf 	; 
	12310 	3617 	: 	0 	inf 	; 
	12310 	4065 	: 	0 	inf 	; 
	12310 	5392 	: 	0 	inf 	; 
	12310 	5564 	: 	0 	inf 	; 
	12311 	829 	: 	0 	86.9475 	; 
	12311 	5375 	: 	924 	102.975 	; 
	12311 	6881 	: 	0 	88.6251 	; 
	12311 	8546 	: 	0 	77.9773 	; 
	12311 	10608 	: 	67.3333 	76.9983 	; 
	12312 	829 	: 	0 	inf 	; 
	12312 	5375 	: 	0 	inf 	; 
	12312 	6881 	: 	0 	inf 	; 
	12312 	8546 	: 	0 	inf 	; 
	12312 	10608 	: 	0 	inf 	; 
	12313 	3617 	: 	0 	244.752 	; 
	12313 	3856 	: 	745.333 	247.032 	; 
	12313 	5392 	: 	38.6667 	241.613 	; 
	12313 	5564 	: 	0 	243.672 	; 
	12313 	6422 	: 	0 	245.817 	; 
	12314 	3617 	: 	0 	inf 	; 
	12314 	3856 	: 	0 	inf 	; 
	12314 	5392 	: 	0 	inf 	; 
	12314 	5564 	: 	0 	inf 	; 
	12314 	6422 	: 	0 	inf 	; 
	12315 	783 	: 	0 	343.184 	; 
	12315 	2982 	: 	182 	308.122 	; 
	12315 	3642 	: 	1072 	323.064 	; 
	12315 	8758 	: 	0 	346.216 	; 
	12315 	11387 	: 	60.6667 	335.839 	; 
	12316 	783 	: 	0 	inf 	; 
	12316 	2982 	: 	0 	inf 	; 
	12316 	3642 	: 	0 	inf 	; 
	12316 	8758 	: 	0 	inf 	; 
	12316 	11387 	: 	0 	inf 	; 
	12317 	783 	: 	0 	205.265 	; 
	12317 	5346 	: 	32.6667 	220.205 	; 
	12317 	8758 	: 	0 	208.318 	; 
	12317 	9585 	: 	0 	213.6 	; 
	12317 	11387 	: 	707.333 	197.782 	; 
	12318 	783 	: 	0 	inf 	; 
	12318 	5346 	: 	0 	inf 	; 
	12318 	8758 	: 	0 	inf 	; 
	12318 	9585 	: 	0 	inf 	; 
	12318 	11387 	: 	0 	inf 	; 
	12319 	783 	: 	0 	51.1521 	; 
	12319 	5346 	: 	34.6667 	64.7508 	; 
	12319 	8758 	: 	0 	54.289 	; 
	12319 	9585 	: 	0 	61.0232 	; 
	12319 	11387 	: 	614.667 	42.7095 	; 
	12320 	783 	: 	0 	inf 	; 
	12320 	5346 	: 	0 	inf 	; 
	12320 	8758 	: 	0 	inf 	; 
	12320 	9585 	: 	0 	inf 	; 
	12320 	11387 	: 	0 	inf 	; 
	12321 	1994 	: 	0 	156.247 	; 
	12321 	3524 	: 	0 	176.591 	; 
	12321 	3642 	: 	817.898 	154.231 	; 
	12321 	5929 	: 	0 	160.109 	; 
	12321 	9673 	: 	98.102 	176.855 	; 
	12322 	1994 	: 	0 	inf 	; 
	12322 	3524 	: 	0 	inf 	; 
	12322 	3642 	: 	0 	inf 	; 
	12322 	5929 	: 	0 	inf 	; 
	12322 	9673 	: 	0 	inf 	; 
	12323 	1083 	: 	0 	126.599 	; 
	12323 	1332 	: 	0 	122.937 	; 
	12323 	6572 	: 	292 	125.328 	; 
	12323 	9673 	: 	6 	132.573 	; 
	12323 	11561 	: 	780 	122.146 	; 
	12324 	1083 	: 	0 	inf 	; 
	12324 	1332 	: 	0 	inf 	; 
	12324 	6572 	: 	0 	inf 	; 
	12324 	9673 	: 	0 	inf 	; 
	12324 	11561 	: 	0 	inf 	; 
	12325 	283 	: 	6 	63.3298 	; 
	12325 	1532 	: 	853.333 	60.3231 	; 
	12325 	6833 	: 	0 	72.6043 	; 
	12325 	7484 	: 	283.333 	67.5851 	; 
	12325 	7552 	: 	0 	63.9891 	; 
	12326 	283 	: 	0 	inf 	; 
	12326 	1532 	: 	0 	inf 	; 
	12326 	6833 	: 	0 	inf 	; 
	12326 	7484 	: 	0 	inf 	; 
	12326 	7552 	: 	0 	inf 	; 
	12327 	4126 	: 	0 	87.4045 	; 
	12327 	6456 	: 	0 	85.137 	; 
	12327 	9299 	: 	0 	87.1086 	; 
	12327 	9300 	: 	42 	88.0524 	; 
	12327 	9717 	: 	549.333 	84.9932 	; 
	12328 	4126 	: 	0 	inf 	; 
	12328 	6456 	: 	0 	inf 	; 
	12328 	9299 	: 	0 	inf 	; 
	12328 	9300 	: 	0 	inf 	; 
	12328 	9717 	: 	0 	inf 	; 
	12329 	1404 	: 	0 	108.933 	; 
	12329 	2982 	: 	1284.67 	102.229 	; 
	12329 	4730 	: 	0 	103.025 	; 
	12329 	4731 	: 	0 	105.426 	; 
	12329 	6147 	: 	0 	104.642 	; 
	12330 	1404 	: 	0 	inf 	; 
	12330 	2982 	: 	0 	inf 	; 
	12330 	4730 	: 	0 	inf 	; 
	12330 	4731 	: 	0 	inf 	; 
	12330 	6147 	: 	0 	inf 	; 
	12331 	1404 	: 	0 	194.533 	; 
	12331 	2982 	: 	1118.67 	183.785 	; 
	12331 	4730 	: 	0 	185.144 	; 
	12331 	4731 	: 	0 	186.384 	; 
	12331 	6147 	: 	0 	185.048 	; 
	12332 	1404 	: 	0 	inf 	; 
	12332 	2982 	: 	0 	inf 	; 
	12332 	4730 	: 	0 	inf 	; 
	12332 	4731 	: 	0 	inf 	; 
	12332 	6147 	: 	0 	inf 	; 
	12333 	1404 	: 	1140.67 	262.128 	; 
	12333 	2982 	: 	99.3333 	261.092 	; 
	12333 	4730 	: 	0 	261.186 	; 
	12333 	4731 	: 	0 	263.976 	; 
	12333 	6147 	: 	0 	263.862 	; 
	12334 	1404 	: 	0 	inf 	; 
	12334 	2982 	: 	0 	inf 	; 
	12334 	4730 	: 	0 	inf 	; 
	12334 	4731 	: 	0 	inf 	; 
	12334 	6147 	: 	0 	inf 	; 
	12335 	3076 	: 	0 	163.416 	; 
	12335 	5953 	: 	0 	142.816 	; 
	12335 	7092 	: 	0 	150.538 	; 
	12335 	8648 	: 	0 	144.539 	; 
	12335 	10783 	: 	620 	127.669 	; 
	12336 	3076 	: 	0 	inf 	; 
	12336 	5953 	: 	0 	inf 	; 
	12336 	7092 	: 	0 	inf 	; 
	12336 	8648 	: 	0 	inf 	; 
	12336 	10783 	: 	0 	inf 	; 
	12337 	3802 	: 	4.66667 	213.59 	; 
	12337 	5852 	: 	3.33333 	213.701 	; 
	12337 	9273 	: 	29.3333 	213.478 	; 
	12337 	9930 	: 	17.3333 	268.624 	; 
	12337 	10346 	: 	432 	275.438 	; 
	12338 	3802 	: 	0 	inf 	; 
	12338 	5852 	: 	0 	inf 	; 
	12338 	9273 	: 	0 	inf 	; 
	12338 	9930 	: 	0 	inf 	; 
	12338 	10346 	: 	0 	inf 	; 
	12339 	139 	: 	35.3333 	116.243 	; 
	12339 	3802 	: 	954.667 	194.202 	; 
	12339 	5375 	: 	62 	132.015 	; 
	12339 	10607 	: 	0 	128.798 	; 
	12339 	10917 	: 	0 	121.43 	; 
	12340 	139 	: 	0 	inf 	; 
	12340 	3802 	: 	0 	inf 	; 
	12340 	5375 	: 	0 	inf 	; 
	12340 	10607 	: 	0 	inf 	; 
	12340 	10917 	: 	0 	inf 	; 
	12341 	1636 	: 	148 	109.079 	; 
	12341 	3802 	: 	11.3333 	117.879 	; 
	12341 	5852 	: 	61.3333 	105.971 	; 
	12341 	9085 	: 	433.333 	114.347 	; 
	12341 	9273 	: 	0 	112.051 	; 
	12342 	1636 	: 	0 	inf 	; 
	12342 	3802 	: 	0 	inf 	; 
	12342 	5852 	: 	0 	inf 	; 
	12342 	9085 	: 	0 	inf 	; 
	12342 	9273 	: 	0 	inf 	; 
	12343 	4546 	: 	0 	77.1235 	; 
	12343 	6766 	: 	0 	81.3088 	; 
	12343 	7621 	: 	0 	78.9498 	; 
	12343 	9522 	: 	0 	79.143 	; 
	12343 	10501 	: 	756 	74.1862 	; 
	12344 	4546 	: 	0 	inf 	; 
	12344 	6766 	: 	0 	inf 	; 
	12344 	7621 	: 	0 	inf 	; 
	12344 	9522 	: 	0 	inf 	; 
	12344 	10501 	: 	0 	inf 	; 
	12345 	6148 	: 	880.667 	87.0264 	; 
	12345 	6745 	: 	0 	87.6598 	; 
	12345 	7396 	: 	0 	84.7919 	; 
	12345 	7400 	: 	10.6667 	84.5413 	; 
	12345 	8412 	: 	27.3333 	82.9215 	; 
	12346 	6148 	: 	0 	inf 	; 
	12346 	6745 	: 	0 	inf 	; 
	12346 	7396 	: 	0 	inf 	; 
	12346 	7400 	: 	0 	inf 	; 
	12346 	8412 	: 	0 	inf 	; 
	12347 	3696 	: 	1297.33 	198.371 	; 
	12347 	4710 	: 	76 	141.165 	; 
	12347 	9930 	: 	63.3333 	144.081 	; 
	12347 	10346 	: 	0 	142.199 	; 
	12347 	11087 	: 	0 	143.425 	; 
	12348 	3696 	: 	0 	inf 	; 
	12348 	4710 	: 	0 	inf 	; 
	12348 	9930 	: 	0 	inf 	; 
	12348 	10346 	: 	0 	inf 	; 
	12348 	11087 	: 	0 	inf 	; 
	12349 	267 	: 	40.6667 	88.0706 	; 
	12349 	4042 	: 	498 	91.0011 	; 
	12349 	4413 	: 	0 	147.293 	; 
	12349 	4523 	: 	675.333 	141.738 	; 
	12349 	7774 	: 	0 	142.727 	; 
	12350 	267 	: 	0 	inf 	; 
	12350 	4042 	: 	0 	inf 	; 
	12350 	4413 	: 	0 	inf 	; 
	12350 	4523 	: 	0 	inf 	; 
	12350 	7774 	: 	0 	inf 	; 
	12351 	1497 	: 	24.6667 	51.0307 	; 
	12351 	2038 	: 	756.667 	55.1987 	; 
	12351 	3076 	: 	0 	54.617 	; 
	12351 	6556 	: 	0 	51.3062 	; 
	12351 	7092 	: 	0 	58.1334 	; 
	12352 	1497 	: 	0 	inf 	; 
	12352 	2038 	: 	0 	inf 	; 
	12352 	3076 	: 	0 	inf 	; 
	12352 	6556 	: 	0 	inf 	; 
	12352 	7092 	: 	0 	inf 	; 
	12353 	1324 	: 	1013.33 	77.5018 	; 
	12353 	4042 	: 	466 	95.845 	; 
	12353 	4413 	: 	0 	69.5707 	; 
	12353 	4523 	: 	31.3333 	66.7834 	; 
	12353 	7774 	: 	0 	69.4371 	; 
	12354 	1324 	: 	0 	inf 	; 
	12354 	4042 	: 	0 	inf 	; 
	12354 	4413 	: 	0 	inf 	; 
	12354 	4523 	: 	0 	inf 	; 
	12354 	7774 	: 	0 	inf 	; 
	12355 	1902 	: 	538 	120.311 	; 
	12355 	2021 	: 	169.333 	117.433 	; 
	12355 	2882 	: 	454 	120.374 	; 
	12355 	5540 	: 	51.3333 	120.154 	; 
	12355 	9512 	: 	16 	116.944 	; 
	12356 	1902 	: 	0 	inf 	; 
	12356 	2021 	: 	0 	inf 	; 
	12356 	2882 	: 	0 	inf 	; 
	12356 	5540 	: 	0 	inf 	; 
	12356 	9512 	: 	0 	inf 	; 
	12357 	2021 	: 	12 	123.197 	; 
	12357 	2915 	: 	0 	130.097 	; 
	12357 	5717 	: 	0 	126.359 	; 
	12357 	8666 	: 	41.3333 	122.798 	; 
	12357 	11284 	: 	959.333 	116.285 	; 
	12358 	2021 	: 	0 	inf 	; 
	12358 	2915 	: 	0 	inf 	; 
	12358 	5717 	: 	0 	inf 	; 
	12358 	8666 	: 	0 	inf 	; 
	12358 	11284 	: 	0 	inf 	; 
	12359 	2013 	: 	67.3333 	167.849 	; 
	12359 	2891 	: 	7.33333 	166.632 	; 
	12359 	6804 	: 	743.333 	163.911 	; 
	12359 	6882 	: 	0 	167.119 	; 
	12359 	9429 	: 	40.6667 	158.22 	; 
	12360 	2013 	: 	0 	inf 	; 
	12360 	2891 	: 	0 	inf 	; 
